bis_id,stn_nm,lon,lat
4361101,밤고개,127.48748,36.6596
4362101,강변뜨란채아파트,127.50065,36.61363
4361151,작은대머리,127.50047,36.607
4361161,방서중흥S클래스아파트,127.50242,36.60338
4361171,센트럴자이아파트.단재초등학교,127.50438,36.59989
4360161,지북교차로,127.5057,36.59589
4361181,지북동,127.5057,36.59374
4363301,상당구청,127.50685,36.59027
4365181,남일면행정복지센터,127.50856,36.58635
4361191,효촌3리.도로교통공단,127.50977,36.5822
4365261,성무아파트,127.51039,36.57954
4360171,남일초등학교.공군사관학교,127.51147,36.575
4362061,고은2리,127.51137,36.57298
4363631,고은리,127.5096,36.56577
4360181,고은1리,127.51327,36.56422
4361371,고은3리.윗고분터,127.51915,36.56513
4361221,고은5리.쌍암동,127.5237,36.56562
4361231,두산2리,127.53263,36.5623
4360641,두산1리,127.5407,36.56272
4361241,가덕중학교입구,127.55527,36.56757
4361251,은행1리,127.5589,36.57338
4360211,청주운전면허시험장,127.56672,36.57549
4360221,농협청주연수원.단재교육연수원,127.56913,36.5756
4361261,병암2리.시동리,127.57147,36.5753
4360231,병암2리,127.57535,36.5772
4360241,가덕초등학교,127.57877,36.5795
4388701,병암3리,127.58495,36.58245
4361641,병암3리,127.58702,36.58355
4301521,추정교,127.59123,36.58392
4361731,금거2리,127.59442,36.58323
4303001,추정리.오봉산골,127.60468,36.58692
4360261,추정1리,127.60812,36.58962
4301531,다다예술학교,127.61113,36.59179
4360271,추정3구,127.61667,36.59943
4360281,추정3리,127.61922,36.60225
4360291,추정3리.봉황골,127.63012,36.61238
4360301,광정2리,127.63312,36.61532
4389421,관정1리.할뫼마을,127.63563,36.62083
4360341,귀래리,127.64207,36.62453
4360351,미원5리,127.65065,36.63155
4333121,미원면버스종점,127.65787,36.63598
4387161,자전거공원,127.65342,36.63268
4360371,미원5리,127.65055,36.6316
4360381,귀래리,127.64193,36.62458
4360391,관정1리,127.63872,36.6225
4360311,관정1리.할뫼마을,127.63585,36.62107
4360401,관정2리(장자불),127.63292,36.61523
4360411,관정2리(머구미),127.62998,36.61242
4360421,추정3리.봉황골,127.61945,36.60275
4360431,추정3리.가래울,127.61633,36.5992
4301541,다다예술학교,127.61119,36.59203
4360441,추정1리,127.60845,36.59002
4303011,추정리.명당골,127.60475,36.5872
4360451,금거리,127.59437,36.58333
4361281,금거1리,127.591,36.5841
4360461,자치연수원,127.5839,36.58208
4361341,병암1리,127.5792,36.57993
4361651,병암2리,127.57573,36.57755
4360471,병암2리.시동리,127.57148,36.57542
4360481,농협청주연수원.단재교육연수원,127.56915,36.5757
4361351,청주운전면허시험장,127.56647,36.57558
4360501,은행1리,127.56515,36.57545
4361391,은행1리,127.55867,36.57325
4360511,은행2리.농골마을앞,127.5552,36.56765
4388771,두산1리,127.5412,36.56255
4362001,두산2리,127.5309,36.56272
4361401,고은5리.쌍암동,127.5223,36.56562
4362051,고은3리.윗고분터,127.519,36.56522
4361411,고은1리.아래고분터,127.51252,36.56417
4363621,고은리,127.50973,36.5658
4365271,고은2리.남일파출소앞,127.5115,36.573
4388731,남일초등학교.공군사관학교,127.51163,36.57533
4361931,쌍수,127.51079,36.57782
4363441,성무아파트,127.51067,36.58046
4361791,효촌3리.도로교통공단,127.50967,36.5828
4301841,남일면행정복지센터,127.50879,36.58646
4361801,상당구청,127.50708,36.59015
4363391,지북동,127.50594,36.59383
4388741,지북교차로,127.50592,36.59607
4363341,평촌동,127.50455,36.59997
4363531,방서동,127.50243,36.60357
4363421,작은대머리,127.50053,36.60729
4361971,밤고개,127.48765,36.6595
4361941,신화아파트.밤고개자연시장,127.48712,36.66248
4361811,청주여자고등학교.충청매일,127.4866,36.66583
4360541,덕성초등학교,127.48564,36.66767
4376791,청주성모병원,127.48362,36.67101
4361861,율량중학교입구,127.48345,36.67595
4361981,발산교.장애인스포츠센터,127.4831,36.68015
4372641,충청북도교육문화원,127.48258,36.68222
4389611,북부권환승센터,127.47881,36.69101
4301551,관정1리.배끼실,127.62935,36.62198
4360561,호정리.조실마을,127.6171,36.62332
4360571,호정리.가능골,127.61317,36.6235
4301561,낭성면행정복지센터,127.60417,36.62225
4376461,이목1리,127.60814,36.62271
4376251,호정1리,127.60964,36.62285
4360591,호정리.가능골,127.61318,36.6234
4360601,호정리.조실마을,127.61697,36.62323
4389431,관정1리.할뫼마을,127.6355,36.6209
4301891,새마을금고,127.65372,36.63233
4301581,미원3리,127.65909,36.62464
4360631,미동산수목원,127.66338,36.62583
4301571,미원3리,127.65889,36.62462
4360651,두산1리,127.54175,36.5615
4361851,인차,127.54733,36.5535
4301821,인차,127.54721,36.55318
4360661,인차1리,127.54662,36.55082
4360671,매화공원후문,127.5467,36.5431
4360681,청룡2.3리,127.5446,36.53997
4388761,청룡2,127.54102,36.5372
4360691,청용리,127.53565,36.53555
4360701,행정초등학교,127.5316,36.53605
4360711,행정리,127.52705,36.53457
4360721,삼항1리,127.52125,36.52998
4360731,삼항리,127.51827,36.53273
4360751,삼항1리,127.52107,36.5298
4360761,행정리,127.52717,36.5345
4360771,행정초등학교,127.53155,36.53595
4360781,청용리,127.53567,36.53545
4360791,청룡2리,127.54108,36.53708
4360801,청룡2.3리,127.54467,36.53983
4360811,매화공원후문,127.54673,36.54282
4360921,인차1리,127.54676,36.55084
4389461,인차,127.54743,36.55322
4361771,청주대예술대학,127.49937,36.65815
4379011,청주시문화산업단지정문,127.49238,36.6577
4360831,시동리,127.5695,36.57153
4360841,시동리경로당,127.5697,36.56898
4360851,시동리,127.56552,36.56605
4360861,수곡2리,127.56318,36.5636
4360871,가덕중학교,127.56185,36.5622
4360881,계산3리,127.56005,36.56032
4360891,인차2리,127.55642,36.55605
4360901,계산1리,127.55497,36.55285
4361841,인차1리,127.55072,36.55163
4362121,인차,127.54762,36.55347
4361831,인차1리,127.55072,36.55152
4360931,계산1리,127.55507,36.55282
4360941,인차2리,127.55655,36.556
4360951,계산3리,127.56013,36.56025
4360961,가덕중학교,127.56193,36.56215
4360971,시동리,127.56328,36.56355
4360981,시동리,127.56558,36.56598
4360991,시동리,127.56973,36.56888
4361631,시동리,127.56965,36.57153
4361551,고은4리,127.5108,36.56235
4361561,고은4구마을회관,127.50853,36.55727
4361571,상대1리,127.51098,36.5503
4361581,상대리,127.5165,36.54713
4361591,상대,127.52023,36.54705
4361601,노동1리,127.52702,36.5487
4361611,노동3리,127.53225,36.55248
4362241,인차,127.54739,36.55359
4361661,노동3리,127.53218,36.5526
4361671,노동1리,127.52693,36.5488
4361681,상대리,127.52012,36.54713
4361691,상대리,127.516,36.5473
4361701,상대1리,127.51112,36.55032
4361711,고은4구마을회관,127.50865,36.55722
4361721,고은4리,127.51097,36.56238
4361011,청주문화산업단지입구,127.49242,36.65757
4361021,안덕벌,127.49465,36.658
4379321,청주대예술대학,127.4993,36.65808
4361031,문주1리,127.5608,36.57713
4361271,문주2리.황청리,127.56077,36.5865
4361071,황청,127.55745,36.59184
4361041,상야리,127.56277,36.59123
4361501,상야2리,127.5643,36.59407
4302711,한계1리마을회관,127.56697,36.59707
4302721,한계1리,127.56798,36.59835
4361301,점말,127.57384,36.60043
4361361,상야2리,127.56417,36.59409
4361061,상야리,127.56268,36.5913
4361381,문주2리.황청리,127.56067,36.58655
4361051,문주1리,127.56073,36.57722
4361291,상야1리,127.57427,36.5882
4390681,점말,127.5739,36.60052
4361321,미륵사입구,127.57418,36.58812
4361331,상야1리,127.57677,36.58603
4361511,한계1리,127.56505,36.59543
4361521,한계리종점,127.56284,36.60808
4302871,한계리,127.5628,36.60777
4361531,한계1리,127.56493,36.59538
4361741,내암리,127.59915,36.5749
4303651,내암리마을회관,127.59668,36.56985
4303671,내암종점,127.58777,36.56227
4361751,퉁점,127.58799,36.56234
4303661,내암리마을회관,127.59673,36.56975
4390701,퉁점,127.58804,36.56224
4361761,내암리,127.59943,36.57494
4301991,매화공원6지구,127.55327,36.54943
4302001,인차2리,127.55315,36.54665
4302011,피반령입구,127.55812,36.54443
4362180,오동,127.59055,36.51875
4362190,오동리,127.59308,36.51588
4362080,고석,127.59783,36.51135
4388830,고석,127.5994,36.50795
4304630,용촌리,127.59687,36.50028
4302070,용촌리,127.59625,36.49557
4385880,회인중학교,127.59717,36.49435
4306320,중앙리,127.5976,36.493
4306990,회인,127.59747,36.49038
4307000,회인,127.59765,36.49035
4383721,중앙리,127.59783,36.49305
4385870,회인중학교,127.59727,36.49442
4390710,용촌리,127.59645,36.49567
4304640,용촌리,127.59712,36.50027
4388810,고석,127.59927,36.50873
4362090,고석,127.59798,36.51133
4362220,오동리,127.59317,36.51598
4361910,오동,127.59068,36.51883
4302021,피반령입구,127.55835,36.54477
4302031,인차2리,127.55375,36.54663
4302041,매화공원6지구,127.55363,36.54887
4388790,회인,127.59748,36.49073
4301100,눌곡리앞,127.60022,36.48402
4303650,송평리,127.60258,36.47525
4305800,죽암1리,127.60047,36.47275
4305820,죽암2리,127.59458,36.46927
4304000,신대리,127.59208,36.46622
4304550,용곡리,127.58912,36.46542
4304060,신추리,127.58923,36.46185
4300690,금곡리,127.58937,36.4579
4305740,조곡2리,127.58472,36.44992
4305700,조곡1리,127.58273,36.44848
4388820,회남,127.5807,36.44623
4305690,조곡1리,127.5823,36.44798
4305730,조곡2리,127.58433,36.44943
4300700,금곡리,127.5895,36.45738
4304070,신추리,127.59012,36.46152
4304560,용곡리,127.58917,36.46457
4303990,신대리,127.59137,36.46607
4305810,죽암2리,127.59458,36.4687
4305790,죽암1리,127.59993,36.47223
4303660,송평리,127.60282,36.47488
4301110,눌곡리앞,127.60047,36.48342
4388800,회인,127.59763,36.49073
4390721,송암종점,127.52943,36.59252
4362291,송암2리,127.51984,36.58971
4362301,송암2리,127.518,36.58936
4378791,효성병원,127.49577,36.62283
4362251,효촌리,127.5101,36.58843
4362261,송암2리,127.518,36.58923
4362271,송암2리,127.51987,36.58954
4302051,송암1리,127.52677,36.59128
4362281,송암종점,127.5296,36.59252
4388711,미원면버스종점,127.65402,36.63285
4360361,미원면버스종점,127.65787,36.63755
4362341,내산2리.샘골,127.6502,36.65238
4362461,수산1리,127.64793,36.65475
4362361,기암1리,127.6408,36.65833
4362371,기암2구,127.6321,36.662
4362381,무중골,127.62422,36.6759
4391271,기암2리,127.62897,36.6703
4362391,가양리,127.6222,36.66107
4362401,화창리,127.61558,36.66075
4360321,화창리.아래숫골,127.61327,36.6622
4385771,화창리.숫골,127.60917,36.66433
4362411,화창,127.60595,36.66567
4389271,화창리.숫골,127.60903,36.66423
4391081,화창리.아래숫골,127.61315,36.66208
4362421,화창리,127.61503,36.66075
4362431,가양리,127.62183,36.66102
4362441,기암2구,127.63202,36.66192
4362451,기암1리,127.64048,36.65837
4362351,수산1리,127.64777,36.6549
4362471,내산2리.샘골,127.64982,36.65255
4362331,내산3리,127.65628,36.6467
4386581,미원면사무소,127.65787,36.63617
4388721,미원우체국,127.65375,36.63285
4373931,비하종점,127.42182,36.6431
4365861,효성아파트,127.42223,36.64165
4365871,부모산.연화사입구,127.42245,36.63922
4365881,비하.새동네,127.42288,36.6374
4388881,가산리,127.50683,36.56222
4363911,화당교,127.50045,36.55247
4363931,남계2리,127.5021,36.54307
4363601,남계1리,127.50427,36.53665
4363941,남계1리(항공기술훈련원),127.5036,36.53208
4363551,미천1리,127.50038,36.52257
4363571,미천6리,127.49702,36.52085
4363951,문의초등학교입구,127.49713,36.5186
4387451,문의119안전센터,127.49738,36.51742
4389491,문의종점,127.49768,36.51577
4363541,미천2리,127.4975,36.51742
4302061,문의초등학교입구,127.4973,36.51847
4362891,미천,127.49717,36.52088
4363561,미천1구,127.50062,36.52255
4302071,남계1리(항공기술훈련원),127.50367,36.53152
4302081,남계1리,127.50415,36.53817
4363591,남계2리,127.50225,36.5431
4364121,화당,127.50058,36.55245
4364131,가산리,127.50748,36.56143
4366371,비하.새동네,127.42302,36.63753
4373071,부모산.연화사입구,127.42255,36.63927
4366381,비하종점,127.42173,36.64316
4362881,미천2리,127.49725,36.5186
4363961,상장,127.51333,36.51847
4363971,상장1리.의성골,127.5191,36.51528
4363981,노현1리,127.5256,36.51368
4363991,노현2리,127.5348,36.5188
4364001,노현1리(밤나무재),127.53585,36.51887
4364011,노현2리,127.53892,36.51863
4364021,노현2리.솔대골,127.5422,36.51735
4364031,마구리(회차점),127.55595,36.51413
4390801,마구리(회차점),127.55602,36.51423
4364041,노현2리.솔대골,127.54235,36.51738
4364051,노현2리,127.53895,36.51873
4364061,노현1리(밤나무재),127.53583,36.51898
4364071,노현2리,127.53487,36.5189
4364081,노현1리,127.52567,36.51378
4364091,상장1리.의성골,127.51912,36.51542
4362981,상장,127.51337,36.51857
4363611,남계1구,127.50375,36.5321
4363321,한옥마을,127.5041,36.5379
4364141,문의문화재단지,127.49548,36.51009
4364151,문의대교,127.4793,36.49687
4364171,품곡,127.47351,36.50106
4364181,품곡,127.47098,36.50344
4365021,품곡,127.4691,36.50657
4365031,두모1리,127.45707,36.51487
4364191,두모2리(청남농협),127.46743,36.51606
4365041,두모2리,127.46728,36.5181
4365051,도원2리,127.4657,36.52575
4365061,도원1리,127.46321,36.52843
4365071,도원리,127.46797,36.5339
4365081,등동2리,127.46607,36.53842
4365091,등동1리.정가울,127.465,36.54041
4365101,등동,127.46593,36.54417
4365111,등동2,127.46959,36.54328
4365121,등동2리.오방골,127.47548,36.54482
4365131,남계3리.화산,127.47935,36.54532
4365151,동화초등학교,127.49357,36.54733
4365161,화당2리,127.497,36.54975
4364891,화당교회,127.49847,36.55092
4364901,동화초등학교,127.4934,36.54735
4364911,남계3리,127.4912,36.54578
4364921,남계3리,127.47898,36.5454
4364931,등동2구,127.47547,36.54492
4364941,등동2리,127.46967,36.54341
4364951,등동,127.4659,36.54425
4364961,등동1구,127.46482,36.54037
4364971,등동2리,127.46593,36.53836
4364981,도원리,127.46782,36.53387
4364991,도원1리,127.46308,36.52857
4365001,도원2리,127.46553,36.52575
4364641,두모2리,127.46709,36.51833
4365011,두모2리(청남농협),127.46728,36.51606
4364651,품곡리,127.46907,36.50616
4364661,품곡리.빔실,127.47084,36.50341
4365171,품곡리.동막골,127.47346,36.50096
4364671,문의대교,127.47923,36.49675
4364681,문의문화재단지,127.49577,36.5104
4365291,문의종점,127.49783,36.51578
4387411,문동리,127.48385,36.54595
4302991,두모삼거리,127.46593,36.5234
4364161,문의대교,127.4789,36.4969
4365141,남계3리,127.49123,36.54568
4365201,가중2리(버스종점),127.47096,36.57279
4365211,신송3리,127.49061,36.57764
4388871,신송,127.4903,36.57768
4365191,가중2리(버스종점),127.47111,36.57272
4390741,가산리,127.49325,36.56478
4365251,가산2리,127.50213,36.56132
4365231,가산2리,127.50208,36.56148
4365221,가산1구입구,127.49737,36.56483
4365241,가산리,127.49322,36.5649
4391351,국제공항입구,127.48048,36.70878
4366421,오근장역,127.48026,36.69912
4366431,외평동,127.48067,36.69652
4366441,오근장동행정복지센터,127.48172,36.6937
4366451,북일초등학교,127.48309,36.68758
4368611,농협가마지점,127.47253,36.59818
4365921,가마육교,127.47122,36.59513
4365931,양촌2리,127.47008,36.59248
4365941,양촌1리,127.46617,36.5861
4365951,양촌리,127.46435,36.58327
4365961,가좌리,127.46122,36.57931
4365971,남이초등학교,127.45453,36.57582
4365991,수대리,127.45242,36.57076
4366011,척산3리,127.44524,36.56239
4366021,척산1리,127.44055,36.5628
4366031,남이면행정복지센터,127.43481,36.56025
4366051,남이외천삼거리.외천3리,127.43115,36.55595
4366061,부용외천2리,127.43048,36.54867
4366071,부용외천3리.양지말,127.43,36.5419
4366081,부용외천2리.황뜸,127.42678,36.53488
4366101,부용외천2리.창말,127.42667,36.53215
4364261,죽암.청주IT과학고,127.43177,36.52238
4364271,우록2리.청원가구마을,127.42922,36.51768
4364281,우록2리,127.42867,36.51503
4364291,죽전2리,127.42788,36.50792
4364301,우록1리,127.42787,36.50127
4366961,죽전3리,127.42658,36.49815
4364311,죽전1리,127.42577,36.49473
4364321,현도면행정복지센터.선동리,127.42363,36.48675
4364341,시목리,127.42433,36.48415
4364351,매봉,127.42603,36.4739
4364361,매봉,127.4246,36.47115
4364371,양지리,127.42683,36.45922
4364460,신탄진동행정복지센터,127.42868,36.45205
4364390,신탄진역,127.42907,36.4491
4364400,남경마을,127.42943,36.44442
4364420,신탄진종점,127.42953,36.44252
4364430,남경마을,127.42967,36.44517
4364440,신탄진역,127.4292,36.44915
4389540,신탄진동행정복지센터,127.42882,36.45205
4364481,양지2리,127.42747,36.45893
4364501,매봉리,127.42457,36.47082
4364511,달계리,127.42627,36.4743
4364521,현도면행정복지센터.선동리,127.42417,36.485
4364541,죽전1리,127.4259,36.49468
4364551,죽전3리,127.42698,36.499
4364561,우록1리,127.42853,36.50243
4364571,우록3리,127.42812,36.50883
4364581,우록2리.청원가구마을,127.42867,36.51385
4366111,우록2리.청원가구마을,127.42923,36.51733
4366121,죽암.청주IT과학고,127.43215,36.52323
4366131,부용외천리,127.4276,36.53142
4366151,부용외천2리,127.42668,36.53413
4366161,부용외천1리.외천초교,127.43018,36.54172
4366171,부용외천2리,127.4306,36.54848
4366181,남이외천삼거리(외천3리),127.4313,36.556
4366201,남이면행정복지센터,127.43494,36.56018
4366211,척산3리,127.44068,36.5627
4366221,척산3리,127.44602,36.56217
4366241,수대리,127.45261,36.57064
4366261,남이초등학교,127.45476,36.57572
4366271,가좌리,127.4613,36.57916
4366281,양촌리,127.46467,36.58355
4366291,양촌1리,127.4668,36.58687
4366301,양촌3리,127.46983,36.59175
4366331,미평,127.47265,36.59772
4377881,수곡우체국,127.4856,36.61338
4377711,청주교육대학교,127.4867,36.61735
4366481,북일초등학교,127.48333,36.68742
4366491,오근장동행정복지센터,127.48163,36.69443
4366501,외평동,127.48075,36.6967
4366511,오근장역,127.48049,36.69919
4391341,국제공항입구,127.48057,36.70858
4366401,청주공항역,127.49147,36.721
4300051,강서2동행정복지센터,127.45227,36.66474
4300061,내곡초등학교,127.45671,36.66823
4366551,우림필유아파트,127.46778,36.6575
4366561,신봉삼성아파트,127.46904,36.65617
4366581,부용외천리,127.4252,36.53283
4366591,듬배,127.41008,36.53097
4336740,문곡리.만트럭,127.40393,36.52902
4391451,가톨릭꽃동네대학교,127.39954,36.52376
4335960,문곡리.호계마을,127.39313,36.52897
4366631,부강약수터,127.37903,36.52715
4366711,문곡1리약수터,127.379,36.527
4366721,세종하이텍고등학교,127.38366,36.52805
4366741,대국터.문곡2리,127.39657,36.52963
4366751,듬배,127.4101,36.53087
4335950,문곡리.호계마을,127.39323,36.52882
4366761,부용외천리,127.42485,36.53267
4336710,문곡리.만트럭,127.40388,36.52885
4300191,국립현대미술관,127.48862,36.65487
4375401,청주농업고등학교,127.48618,36.65732
4377931,삼성아파트,127.4698,36.65557
4377661,신봉동.대성중학교,127.46767,36.65786
4300091,내곡초등학교,127.45654,36.66814
4300101,강서2동행정복지센터,127.45313,36.66549
4366671,부강면,127.36627,36.52972
4366801,저산삼거리,127.36203,36.56187
4366811,행산리,127.37292,36.5602
4366821,비룡2리,127.37977,36.56013
4366831,비룡리,127.38965,36.56595
4366841,갈원1리,127.39378,36.56867
4366851,갈원초등학교,127.40323,36.5678
4366861,사동2리,127.4082,36.56707
4366871,사동리,127.41677,36.56877
4366881,삼포아파트,127.4221,36.57231
4366891,척북삼거리,127.42504,36.57621
4366911,삼포아파트,127.42706,36.57352
4366921,척산4리,127.43071,36.56242
4378711,문암,127.45457,36.67386
4377751,중반,127.45208,36.67162
4378001,문암,127.44905,36.66985
4377891,송절동,127.44482,36.66762
4378221,원평놀이터,127.44017,36.6657
4366931,상신,127.43703,36.66385
4378021,내곡,127.43073,36.66343
4378061,내곡동,127.42812,36.66162
4377821,외북동,127.43198,36.6559
4389331,서청주,127.43442,36.6536
4366951,외북동,127.43215,36.65588
4377551,내곡동,127.42812,36.66135
4302091,선동2리,127.43257,36.49288
4302411,시동리,127.44773,36.49135
4302101,선동2리,127.43247,36.49308
4367001,대련1리,127.44963,36.57922
4367011,대련1리,127.44595,36.58213
4302111,대련1리,127.44208,36.58517
4367021,석판리,127.44157,36.59348
4367041,석판리,127.44142,36.5934
4302121,대련1리,127.44208,36.58498
4367051,대련1리,127.44592,36.58202
4367061,대련1리,127.4497,36.57903
4302931,남이초등학교,127.45461,36.57555
4388911,척산3길,127.44753,36.56157
4302331,척산3리,127.45385,36.5591
4367091,척산3리,127.45612,36.55658
4302351,척산3리,127.4637,36.55787
4302341,문동배수지,127.46872,36.55425
4302361,문동2리,127.47313,36.5543
4302371,문동배수지,127.46883,36.55442
4302381,척산3리,127.46378,36.558
4302391,척산3리,127.45608,36.55678
4302401,척산3리(낚시터앞),127.45407,36.55918
4367141,척산3리(새동네),127.4476,36.56177
4367271,척산4리(장들),127.4309,36.56247
4367161,척산4리,127.43065,36.56334
4302311,삼포아파트,127.42736,36.57343
4388931,서원요양병원,127.42832,36.58366
4302321,석실,127.42907,36.5897
4367211,석실,127.42854,36.59225
4367221,석실리,127.42761,36.59363
4367551,석실리,127.42699,36.59529
4389001,석곡동,127.42418,36.60509
4367541,석곡동,127.42392,36.60848
4388941,석곡사거리,127.42477,36.60977
4374271,황새울,127.42719,36.61015
4374161,충북공고앞,127.43215,36.61084
4367701,충북공업고등학교,127.43233,36.60967
4367711,황새울,127.42699,36.6103
4367721,석곡사거리,127.42462,36.60991
4367731,석곡동,127.42378,36.60848
4368811,석곡동,127.42403,36.60503
4367281,석실리,127.42686,36.59519
4367231,석실리,127.42748,36.59358
4367241,석실,127.42845,36.59214
4302211,서원요양병원,127.42817,36.58377
4367251,척북삼거리,127.42561,36.57619
4367261,척산4리,127.43044,36.56328
4367171,척산4리,127.42729,36.57362
4367181,삼포아파트,127.42574,36.57627
4367291,척북,127.42496,36.5763
4367301,삼포아파트,127.42195,36.57233
4367311,사동1리(등등이),127.41633,36.56871
4367321,사동2리,127.40937,36.56703
4367741,갈원리,127.40367,36.56785
4302191,갈원초등학교,127.39675,36.56802
4367341,갈원1리,127.39368,36.56872
4367351,구미리,127.3895,36.56658
4367361,비룡리,127.37973,36.56025
4302201,비룡2리,127.37798,36.56128
4369611,행산리,127.37292,36.56033
4369621,저산삼거리,127.36202,36.56198
4302221,갈원초등학교,127.3966,36.5679
4302231,갈원리,127.403,36.56787
4367381,팔봉1리,127.41193,36.57783
4367391,팔봉2리,127.40943,36.58217
4367401,상발리,127.40333,36.58758
4367421,구암,127.4054,36.59023
4367751,구암,127.40892,36.59368
4367441,상발리,127.40325,36.58783
4302251,상발리,127.40067,36.58698
4302241,양절,127.39545,36.57985
4367461,갈원리,127.39443,36.57145
4367481,갈원리,127.39448,36.57135
4302261,양절,127.39555,36.57978
4387681,상발리,127.40102,36.58712
4389571,상발리,127.40312,36.58758
4302171,구암,127.40528,36.59055
4302181,구암,127.40878,36.59367
4367761,구뜸,127.40925,36.58228
4302271,팔봉2리,127.40923,36.57928
4367511,팔봉1리,127.41188,36.57768
4302131,중뜸,127.41122,36.5785
4302141,팔봉2리,127.4094,36.57928
4302151,구뜸,127.40935,36.58235
4302161,구암리,127.40495,36.59405
4367531,갈원1리,127.39365,36.56887
4367571,충북공업고등학교,127.4335,36.60995
4367581,가경노인복지관,127.43656,36.61105
4367591,죽림동,127.43986,36.61215
4367611,가경주공3단지,127.44256,36.6145
4374171,모태안여성병원,127.44493,36.61618
4367621,성화동,127.44793,36.61758
4367631,성화휴먼시아4단지,127.45107,36.61868
4367641,KBS,127.45549,36.61948
4367791,죽천교,127.43957,36.63282
4367801,충북지방조달청,127.43133,36.632
4367811,강서1동행정복지센터,127.42678,36.62613
4367821,바위배기,127.42534,36.62218
4367831,용정마을,127.42336,36.61951
4367841,도시농업관,127.42265,36.61736
4367851,호암,127.42327,36.61227
4367431,구암리,127.40887,36.5936
4367451,상발리,127.40097,36.5872
4367871,호암,127.42348,36.61245
4367881,도시농업관,127.42295,36.61775
4367891,용정마을,127.42343,36.61927
4367901,바위배기,127.42561,36.62214
4368351,강서1동행정복지센터,127.42685,36.62719
4367921,벽산아파트,127.43196,36.6322
4368591,죽천교,127.43937,36.63268
4375551,고속버스터미널,127.42993,36.62628
4367951,한국자산관리공사,127.42741,36.62445
4367961,강서1동행정복지센터,127.42541,36.62707
4300141,비하대광로제비앙아파트,127.42204,36.62667
4367971,주봉,127.41683,36.62624
4376921,대한적십자사,127.40755,36.62363
4367981,휴암동,127.4031,36.62128
4376981,충렬사,127.3908,36.61983
4368001,석소,127.38025,36.62207
4369661,월곡리,127.37416,36.62367
4368011,충청대학교,127.37017,36.62426
4368031,월곡초등학교,127.36293,36.62463
4368041,탑연삼거리,127.35802,36.62375
4368751,궁평3리,127.34875,36.62297
4368061,궁평1리,127.34067,36.61892
4368071,궁평2리,127.33792,36.61725
4370551,만수공원,127.33178,36.63073
4368501,119안전센터,127.32918,36.6317
4378691,충북경제자유구역청,127.32795,36.635
4368531,보건의료행정타운,127.32882,36.63762
4388981,보건의료행정타운,127.32893,36.63745
4378121,충북경제자유구역청,127.32777,36.6351
4368551,119안전센터,127.32763,36.63207
4370511,만수공원,127.33128,36.6308
4368121,궁평2리,127.33097,36.62133
4368211,궁평2리,127.33752,36.61683
4368221,궁평1리,127.34072,36.61878
4368231,궁평3리,127.34875,36.62285
4368251,탑연삼거리,127.3595,36.62372
4368261,월곡초등학교,127.363,36.62449
4368581,월곡리.충청대학교,127.37007,36.62407
4368281,월곡.상월곡,127.37421,36.62345
4368291,석소,127.38029,36.62183
4368311,충렬사,127.39102,36.61958
4368321,휴암동,127.4038,36.62138
4368331,대한적십자사,127.40871,36.62383
4368341,주봉,127.41796,36.62606
4300151,비하대광로제비앙아파트,127.4244,36.62668
4300181,한국자산관리공사,127.42856,36.62456
4368081,오송4리,127.33113,36.61315
4368101,오송2리,127.32622,36.61047
4368371,서평1리,127.32023,36.60845
4368381,봉산1리,127.31628,36.6071
4368401,봉산3리,127.30677,36.60388
4329330,조치원터미널,127.3037,36.60272
4329340,조치원전통시장북측,127.29968,36.60155
4371220,조치원역,127.29697,36.60122
4329610,조치원전통시장북측,127.29967,36.6014
4329900,조치원터미널,127.30362,36.60252
4368451,서평리,127.30663,36.6037
4368471,서평1리,127.31633,36.60698
4370531,동평.오송7리,127.32058,36.60835
4368181,오송3리,127.32627,36.61035
4375451,정하종점,127.46372,36.67182
4370081,곰두리체육관,127.46537,36.6697
4370101,새터초등학교,127.47042,36.66632
4370111,사천덕성그린아파트,127.47193,36.66387
4370121,사천동아아파트,127.47488,36.66367
4370131,사천보성아파트,127.47583,36.66423
4376821,신동아아파트,127.47925,36.66617
4370141,신라아파트,127.48119,36.66647
4370151,율량동아아파트,127.48297,36.66455
4370161,신라타운,127.48125,36.66315
4370171,충북상업정보고등학교,127.47923,36.66285
4370181,중앙여자중학교,127.47785,36.6629
4370191,질구지,127.47605,36.66207
4370201,내덕시영아파트,127.47702,36.65997
4368481,오송진흥아파트,127.32422,36.61323
4368111,오송삼거리,127.32597,36.61535
4368491,연제리 지하차도앞,127.3295,36.62332
4300551,오송역북문삼거리,127.32757,36.62257
4373951,오송역북문,127.32595,36.62385
4370561,만수초등학교,127.32755,36.62603
4370501,오송마을(휴먼시아),127.32952,36.62943
4391391,서흥캅셀,127.31803,36.63567
4362951,연제(분토골)리,127.31694,36.63883
4301131,연세대심혈관센터,127.32352,36.6392
4300501,충북창조경제혁신센터,127.32558,36.63537
4368541,보건복지인력개발원,127.32483,36.63903
4363191,연제(분토골)리,127.31675,36.63891
4391381,바이오랜드,127.31777,36.63547
4374021,힐데스하임아파트,127.32249,36.63389
4368771,오송역북문,127.32602,36.62367
4300541,오송역북문삼거리,127.32737,36.62243
4371211,오송삼거리,127.32583,36.61538
4370521,오송진흥아파트,127.32405,36.61327
