stdr_ym,kbc_bzc_nm_1,kbc_bzc_nm_2,kbc_bzc_nm_3,card_sales,est_sales,gid
202305,음식,일식,일식전문점,2150000,19770,다바987487
202305,음식,패스트푸드,피자전문점,1775300,,다바989495
202305,소매업,의약/의료기기,의료기기/용품,59000,2034,다바990479
202305,음식,간이주점,기타주점/포장마차,2965500,19564,다바989491
202305,음식,제과/제빵,와플/파이전문점,3163100,31163,다바991486
202305,음식,한식,낙지/쭈꾸미전문점,3879000,39758,다바990485
202305,서비스,의료서비스,동물병원,134900,1127,다바990483
202305,기타,기업,유통/물류,323000,10888,다바991478
202305,음식,한식,소고기구이전문점,3149000,23476,다바986485
202305,서비스,의료서비스,일반의원,1497800,45875,다바991476
202305,음식,간이주점,호프/맥주,1926000,16781,다바988484
202305,서비스,생활편의서비스,사진관,914000,12425,다바989485
202305,소매업,의류,일반의류(기타),61000,1581,다바988489
202305,서비스,생활편의서비스,발/네일케어,345000,7170,다바990490
202305,음식,커피/음료,커피전문점,115700,1605,다바988492
202305,음식,제과/제빵,찐빵전문점,91500,1211,다바989490
202305,소매업,의류,일반의류(기타),18000,466,다바990488
202305,소매업,패션잡화,액세서리,6792600,88368,다바990487
202305,음식,한식,일반한식/백반,2464000,23201,다바986485
202305,소매업,의류,속옷/내의,780000,10802,다바990478
202305,음식,간이주점,꼬치구이전문점,681300,7558,다바989486
202305,음식,양식,종합양식,953000,12087,다바986486
202305,소매업,화장품/미용,원브랜드숍,121000,3540,다바990477
202305,소매업,의류,일반의류(기타),1967000,58140,다바989487
202305,소매업,완구,게임기기,444000,11517,다바991483
202305,소매업,의류,한복/민속옷,4035000,48234,다바990484
202305,음식,간이주점,호프/맥주,232100,3740,다바990491
202305,소매업,노점/무점포 소매,자동판매기,1428000,55654,다바989487
202305,서비스,생활편의서비스,사진관,2103000,28840,다바989487
202305,서비스,여가/오락서비스,일반노래방,140000,1022,다바993479
202305,소매업,의류,일반의류(기타),6591000,55963,다바990481
202305,소매업,의류,일반의류(기타),140000,3631,다바990478
202305,서비스,여가/오락서비스,요가/필라테스,550000,12159,다바989495
202305,음식,제과/제빵,제과점,2859072,29057,다바989495
202305,음식,한식,일반한식/백반,2306000,18143,다바992483
202305,소매업,종합소매,편의점,1474740,20324,다바990482
202305,음식,커피/음료,커피전문점,162900,1364,다바989489
202305,소매업,음식료품소매,수산물,2879000,40665,다바991478
202305,음식,분식,종합분식,1348300,17947,다바989487
202305,음식,일식,일식전문점,957500,10640,다바990486
202305,서비스,생활편의서비스,다이어트/피부관리,33000,775,다바992483
202305,음식,한식,국수/칼국수전문점,1905000,19322,다바990484
202305,음식,한식,횟집,1564000,15072,다바991484
202305,음식,일식,라멘전문점,2772200,25203,다바988486
202305,음식,커피/음료,커피전문점,2353700,19577,다바985483
202305,음식,분식,종합분식,259500,4745,다바993477
202305,소매업,의류,남성정장/양복,2718100,35300,다바990481
202305,서비스,생활편의서비스,세차/광택,380000,15224,다바987496
202306,음식,간이주점,호프/맥주,25000,375,다바992481
202306,소매업,의류,일반의류(기타),358800,11778,다바988484
202306,서비스,여가/오락서비스,보드게임카페,4294700,,다바989486
202305,음식,양식,종합양식,4335800,39315,다바988488
202305,서비스,생활편의서비스,사진관,198000,5063,다바987483
202306,소매업,패션잡화,잡화점,1444000,15570,다바988486
202305,음식,한식,일반한식/백반,196000,2539,다바991481
202306,서비스,생활편의서비스,간판/광고,1452000,37084,다바989489
202306,소매업,패션잡화,잡화점,328000,5659,다바987481
202305,음식,중식,마라/샹궈/훠궈전문점,4034900,32556,다바990485
202306,소매업,가전제품,종합가전제품,133000,14172,다바991486
202306,소매업,의류,일반의류(기타),4284700,41387,다바988488
202306,음식,커피/음료,커피전문점,128000,1071,다바990480
202306,음식,양식,종합양식,1126800,18374,다바993487
202305,음식,커피/음료,커피전문점,490400,4071,다바989489
202306,소매업,의류,일반의류(기타),7196100,61205,다바990481
202306,음식,분식,떡볶이전문점,1047500,18839,다바988486
202306,음식,일식,일식전문점,7184200,55792,다바989488
202306,음식,간이주점,호프/맥주,37000,977,다바990487
202305,음식,커피/음료,커피전문점,1143300,9088,다바987489
202305,소매업,패션잡화,잡화점,84000,2582,다바994482
202306,소매업,패션잡화,액세서리,622000,20387,다바988486
202305,음식,기타외국식,쌀국수전문점,378000,6317,다바991482
202305,음식,커피/음료,커피전문점,145200,2139,다바992483
202306,음식,한식,홍어전문점,3018000,24756,다바988491
202306,서비스,생활편의서비스,미용실,4117000,34767,다바988486
202301,서비스,(정기)납부/대여서비스,미디어/음향,787000,15120,다바989487
202301,소매업,패션잡화,귀금속전문점,46000,446,다바991486
202301,소매업,의류,속옷/내의,20000,591,다바989481
202301,서비스,(정기)납부/대여서비스,도서/음반대여,580000,11953,다바989487
202301,서비스,의료서비스,한의원,2459500,44238,다바992490
202301,소매업,의류,여성의류,1000000,18320,다바990484
202301,소매업,의류,캐쥬얼,2504200,29366,다바990487
202301,소매업,운동/레져용품,등산용품/의류,905000,7872,다바991484
202301,소매업,의류,스포츠의류,6856900,56694,다바990481
202301,소매업,사무/문구용품,사무용품,254780,5439,다바991495
202301,소매업,건축/인테리어,조명기구/전기용품,514500,31379,다바986482
202301,소매업,패션잡화,귀금속전문점,928000,9001,다바990482
202301,서비스,생활편의서비스,자동차정비/카센터,77000,3491,다바992492
202301,음식,패스트푸드,브런치전문점,5022100,61481,다바991484
202301,소매업,가정용품,커튼/침구,2775000,39923,다바989478
202301,서비스,생활편의서비스,인쇄업,11733600,,다바985495
202301,서비스,(정기)납부/대여서비스,미디어/음향,8305000,304542,다바984482
202301,소매업,차량판매,오토바이,3683000,78506,다바985482
202301,소매업,패션잡화,귀금속전문점,25000,243,다바991482
202301,소매업,화장품/미용,원브랜드숍,1371400,31658,다바991490
202301,소매업,가정용품,주방용품,914500,51569,다바990477
202301,서비스,의료서비스,한의원,889700,25397,다바990481
202301,소매업,의약/의료기기,안경점,1227400,11010,다바991478
202301,서비스,생활편의서비스,인쇄업,172700,3464,다바985497
202301,서비스,의료서비스,한의원,27200,846,다바991477
202301,소매업,패션잡화,귀금속전문점,63000,611,다바991477
202301,음식,한식,일반한식/백반,3504500,31221,다바988486
202301,소매업,취미-음악,기타악기전문점,3184000,66245,다바986487
202301,소매업,운동/레져용품,종합체육사,90000,1296,다바990479
202301,소매업,패션잡화,귀금속전문점,1690000,15907,다바992479
202301,음식,한식,불고기전문점,163000,2126,다바994478
202301,소매업,가정용품,주방용품,1661200,,다바987479
202301,소매업,가정용품,주방용품,266000,15793,다바990479
202301,소매업,의류,여성의류,250000,6371,다바988481
202301,서비스,생활편의서비스,자동차정비/카센터,685000,31065,다바985496
202301,소매업,의류,스포츠의류,1916200,17572,다바990480
202301,음식,한식,일반한식/백반,164000,2367,다바993477
202301,소매업,의류,속옷/내의,569000,13067,다바990480
202301,음식,한식,생선탕전문점,142000,1185,다바985496
202301,소매업,의류,아동복,410300,9197,다바990481
202301,소매업,패션잡화,귀금속전문점,2030000,30505,다바989482
202301,소매업,패션잡화,잡화점,906000,11297,다바990484
202301,소매업,의류,일반의류(기타),135000,1792,다바989481
202301,음식,한식,일반한식/백반,1525000,18817,다바986485
202301,서비스,생활편의서비스,자동차정비/카센터,755000,35431,다바992483
202301,소매업,의류,일반의류(기타),21000,545,다바990479
202301,소매업,의약/의료기기,약국,3315600,93692,다바987487
202301,소매업,의약/의료기기,약국,483400,13451,다바992477
202301,소매업,의류,속옷/내의,1257800,23721,다바991477
202301,서비스,의료서비스,치과,1278200,29125,다바992478
202301,음식,한식,오리고기전문점,565000,7345,다바993484
202301,소매업,패션잡화,귀금속전문점,3000,126,다바986486
202301,서비스,생활편의서비스,가정용품수리,130000,2609,다바991481
202301,서비스,의료서비스,한의원,666400,22875,다바994477
202301,소매업,가정용품,주방용품,5000,311,다바987484
202301,소매업,의류,일반의류(기타),277000,3677,다바991481
202301,기타,도매,기계도매,1045100,62932,다바986485
202301,소매업,의류,일반의류(기타),1193000,38925,다바990480
202301,소매업,가정용품,주방용품,2708000,38745,다바990490
202301,음식,일식,일식전문점,1235000,13617,다바985494
202301,서비스,의료서비스,치과,2215300,65744,다바991480
202301,소매업,화장품/미용,원브랜드숍,70000,1271,다바991490
202301,소매업,의류,일반의류(기타),2719000,22387,다바991484
202301,소매업,건축/인테리어,지물및천막,78000,3235,다바985482
202301,소매업,의류,일반의류(기타),255000,3385,다바991483
202301,서비스,여가/오락서비스,일반노래방,194000,2204,다바989482
202301,소매업,의류,일반의류(기타),193000,2828,다바990478
202301,음식,한식,일반한식/백반,663000,9393,다바993482
202301,서비스,의료서비스,치과,794000,13354,다바991492
202301,소매업,의류,속옷/내의,120200,1253,다바987484
202301,소매업,건축/인테리어,욕실/인테리어,210000,6964,다바985496
202301,서비스,생활편의서비스,인쇄업,125000,2506,다바992494
202301,서비스,의료서비스,치과,8143000,95994,다바992477
202301,서비스,생활편의서비스,인쇄업,5049500,101281,다바992494
202301,소매업,패션잡화,귀금속전문점,7485200,89052,다바990484
202301,서비스,의료서비스,한의원,663400,22712,다바990492
202301,소매업,패션잡화,귀금속전문점,769600,26960,다바990483
202301,소매업,의약/의료기기,약국,1973880,66455,다바989488
202301,서비스,의료서비스,한의원,25000,897,다바990490
202301,서비스,의료서비스,일반종합병원,5061400,,다바990494
202301,소매업,차량판매,오토바이,3150000,42019,다바985481
202301,소매업,의류,속옷/내의,2105000,40426,다바990484
202301,서비스,생활편의서비스,다이어트/피부관리,40000,841,다바990485
202301,소매업,의약/의료기기,약국,1431300,33751,다바991492
202301,서비스,의료서비스,한의원,200000,5844,다바992490
202301,소매업,건축/인테리어,조명기구/전기용품,20000,955,다바986482
202301,음식,한식,일반한식/백반,220000,3251,다바989482
202301,소매업,가정용품,주방용품,200000,12391,다바989481
202301,서비스,의료서비스,한의원,112800,18755,다바991480
202301,서비스,의료서비스,치과,991600,24797,다바987487
202301,음식,한식,일반한식/백반,588000,7686,다바990491
202301,음식,한식,삼계탕/백숙전문점,1018000,9764,다바991490
202301,서비스,생활편의서비스,인쇄업,695000,13940,다바991491
202301,소매업,사무/문구용품,문구용품,68000,2416,다바990495
202301,서비스,여가/오락서비스,여행사,1490000,,다바988487
202301,서비스,의료서비스,정신건강의학과,393000,14736,다바992477
202301,서비스,의료서비스,내과,26100,977,다바991493
202301,서비스,의료서비스,내과,441100,17130,다바989481
202301,서비스,의료서비스,일반의원,1221280,59164,다바989495
202301,서비스,의료서비스,일반의원,1571100,38089,다바991483
202301,소매업,의류,속옷/내의,248900,6101,다바988480
202301,서비스,의료서비스,내과,717000,27623,다바991481
202301,서비스,의료서비스,이비인후과,396500,13381,다바991482
202301,서비스,의료서비스,이비인후과,216600,7578,다바991484
202301,서비스,의료서비스,내과,3089200,102523,다바986486
202301,서비스,의료서비스,정신건강의학과,225500,9840,다바992481
202301,소매업,의류,속옷/내의,589000,11100,다바987484
202301,음식,중식,일반중국음식전문점,1449000,11807,다바984481
202301,소매업,가전제품,휴대폰매장,572600,65505,다바987486
202301,소매업,사무/문구용품,문구용품,1694600,30544,다바987485
202301,소매업,의류,스포츠의류,2967000,23262,다바990485
202301,소매업,의류,일반의류(기타),823900,9365,다바990485
202301,소매업,차량판매,오토바이,1280000,13664,다바993484
202301,소매업,패션잡화,운동화/샌들/캐쥬얼화,728000,10503,다바987487
202301,소매업,화장품/미용,미용재료,413400,12142,다바988487
202301,소매업,화장품/미용,미용재료,2066500,71996,다바988487
202301,서비스,의료서비스,치과,644500,15616,다바991478
202301,소매업,화초 및 식물 소매,꽃집/꽃배달,9664970,,다바991479
202301,서비스,의료서비스,내과,2786720,86921,다바991477
202301,서비스,의료서비스,치과,4512900,52040,다바988486
202301,서비스,의료서비스,치과,5075300,68212,다바991486
202301,서비스,의료서비스,내과,542000,20406,다바992482
202301,서비스,생활편의서비스,다이어트/피부관리,43000,1901,다바991482
202301,서비스,의료서비스,치과,8259700,90365,다바992482
202301,음식,한식,일반한식/백반,1581000,13779,다바991483
202301,음식,일식,일식전문점,4069000,35924,다바986493
202301,소매업,패션잡화,잡화점,108000,3088,다바989486
202301,서비스,의료서비스,일반외과,1395900,52245,다바992479
202301,소매업,건강식품,건강식품,1374000,24668,다바990477
202301,소매업,서적,전문서적,118000,3164,다바988491
202301,소매업,의류,일반의류(기타),79000,1952,다바991485
202301,소매업,의류,일반의류(기타),307000,4076,다바990480
202301,소매업,화초 및 식물 소매,꽃집/꽃배달,205000,5047,다바991494
202301,서비스,여가/오락서비스,여행사,100000,,다바990491
202301,음식,한식,일반한식/백반,155000,2082,다바991481
202301,서비스,여가/오락서비스,모텔/여관/여인숙,105000,741,다바985483
202301,음식,한식,일반한식/백반,1727000,17381,다바989483
202301,소매업,의류,여성의류,2692600,23466,다바990481
202301,소매업,음식료품소매,농산물,860000,25579,다바986480
202301,소매업,취미-미술,화방/화랑,1618500,17340,다바991482
202301,소매업,운동/레져용품,종합체육사,134000,1932,다바990479
202301,서비스,(비정기)전문서비스,세무/회계사,20000,557,다바991484
202301,소매업,건축/인테리어,조명기구/전기용품,3392500,310824,다바985496
202301,서비스,여가/오락서비스,여행사,7290000,,다바989493
202301,기타,도매,기계도매,286000,14212,다바985482
202301,소매업,의약/의료기기,약국,3439970,66448,다바990484
202301,음식,한식,불고기전문점,1111000,13138,다바990482
202301,소매업,의류,일반의류(기타),1617000,23648,다바990485
202301,음식,중식,일반중국음식전문점,781000,8508,다바992490
202301,음식,한식,횟집,533000,8338,다바986484
202301,음식,유흥주점,룸살롱/단란주점,500000,13752,다바990487
202301,소매업,패션잡화,액세서리,5181000,67124,다바989485
202301,소매업,완구,게임기기,60000,1506,다바986486
202301,기타,도매,기계도매,5816520,81126,다바986484
202301,소매업,화초 및 식물 소매,꽃집/꽃배달,1107000,17281,다바988484
202301,소매업,사무/문구용품,사무용품,733000,22554,다바991495
202301,음식,한식,돼지갈비전문점,65000,846,다바988481
202301,서비스,의료서비스,한의원,18000,730,다바987486
202301,소매업,가전제품,휴대폰매장,4037000,,다바988485
202301,서비스,생활편의서비스,사진관,200000,5114,다바991484
202301,음식,패스트푸드,치킨전문점,3640000,33142,다바989482
202301,소매업,의약/의료기기,약국,457700,12940,다바991480
202301,음식,한식,생선탕전문점,425500,3425,다바991495
202301,소매업,사무/문구용품,문구용품,4102475,87887,다바989491
202301,소매업,화장품/미용,원브랜드숍,1803550,6212,다바987482
202301,소매업,의약/의료기기,약국,1705000,43507,다바988492
202301,소매업,음식료품소매,수산물,3614500,159988,다바989477
202301,소매업,가정용품,커튼/침구,226000,6631,다바989478
202301,소매업,가정용품,커튼/침구,189000,5545,다바990479
202301,소매업,의류,여성의류,150000,3823,다바990489
202301,소매업,의류,일반의류(기타),397000,7074,다바991483
202301,음식,양식,종합양식,135000,2198,다바990485
202301,소매업,건축/인테리어,열쇠/철물점,214500,8659,다바986481
202301,소매업,의류,일반의류(기타),132000,1752,다바989478
202301,소매업,의약/의료기기,안경점,1413000,13230,다바990483
202301,소매업,가구,사무용가구,180000,8274,다바986479
202301,소매업,건축/인테리어,열쇠/철물점,679800,23974,다바985484
202301,서비스,생활편의서비스,미용실,69000,860,다바990483
202301,소매업,운동/레져용품,종합체육사,6376000,57588,다바992482
202301,소매업,음식료품소매,식료품,357500,13755,다바986484
202301,음식,커피/음료,커피전문점,14000,92,다바991483
202301,소매업,의류,일반의류(기타),225000,2988,다바989484
202301,소매업,화장품/미용,미용재료,131000,3089,다바990482
202301,소매업,가정용품,주방용품,446500,26479,다바990477
202301,소매업,의류,남성정장/양복,1895000,21690,다바989479
202301,소매업,운동/레져용품,등산용품/의류,28000,672,다바990479
202301,소매업,가정용품,주방용품,982500,44415,다바990478
202301,음식,한식,해장국/감자탕,5881000,53004,다바986479
202301,소매업,패션잡화,잡화점,1824000,71695,다바990490
202301,소매업,건축/인테리어,열쇠/철물점,2149400,69823,다바985483
202301,소매업,건축/인테리어,열쇠/철물점,124200,4933,다바989488
202301,서비스,여가/오락서비스,일반노래방,365000,11361,다바991492
202301,서비스,의료서비스,일반의원,784300,31376,다바992483
202301,소매업,화초 및 식물 소매,꽃집/꽃배달,520000,13543,다바990496
202301,서비스,생활편의서비스,미용실,216000,3264,다바993481
202301,소매업,패션잡화,잡화점,122100,7066,다바986481
202301,음식,기타외국식,기타동남아식전문점,2945780,30648,다바987486
202301,음식,한식,일반한식/백반,295000,3964,다바992482
202301,소매업,화장품/미용,원브랜드숍,3395800,28050,다바990482
202301,소매업,패션잡화,잡화점,4865000,55738,다바988481
202301,음식,한식,일반한식/백반,61000,819,다바993490
202301,음식,한식,일반한식/백반,79000,873,다바990480
202301,소매업,의류,여성의류,451200,9715,다바991482
202301,소매업,종합소매,편의점,9880260,83340,다바989488
202301,소매업,가전제품,사무용기기,496650,19900,다바991492
202301,소매업,가정용품,커튼/침구,89000,2610,다바990479
202301,음식,한식,국수/칼국수전문점,3792000,34099,다바991495
202301,음식,한식,일반한식/백반,594000,12106,다바993480
202301,소매업,의류,속옷/내의,930100,19802,다바990479
202301,소매업,의류,일반의류(기타),73000,1894,다바990479
202301,기타,기업,건축/건설/설비,11000,446,다바985481
202301,소매업,건축/인테리어,열쇠/철물점,13200,740,다바992495
202301,소매업,건축/인테리어,열쇠/철물점,1258290,,다바986483
202301,소매업,의류,유아복,809700,13121,다바990484
202301,소매업,의류,한복/민속옷,500000,9423,다바992480
202301,소매업,의류,한복/민속옷,1535000,15561,다바990478
202301,음식,한식,삼겹살/구이전문점,1442000,12763,다바986484
202301,서비스,생활편의서비스,사진관,256600,6563,다바991492
202301,기타,도매,기계도매,2000,30,다바985479
202301,소매업,의류,한복/민속옷,70000,2069,다바989481
202301,소매업,가정용품,커튼/침구,122000,3961,다바990478
202301,소매업,의류,캐쥬얼,9319500,93617,다바989486
202301,소매업,의약/의료기기,약국,2083390,51441,다바986486
202301,소매업,가정용품,커튼/침구,45000,1320,다바989478
202301,소매업,패션잡화,구두제화,209000,6838,다바987484
202301,소매업,의약/의료기기,약국,820200,21693,다바991481
202301,소매업,의류,여성의류,2900400,27572,다바990485
202301,음식,간이주점,호프/맥주,171000,1911,다바991480
202301,소매업,의류,옷감/직물/수예,877550,16768,다바988486
202301,서비스,생활편의서비스,다이어트/피부관리,573000,13444,다바991485
202301,소매업,화장품/미용,원브랜드숍,320000,5810,다바989485
202301,음식,한식,일반한식/백반,126000,1589,다바993487
202301,소매업,음식료품소매,축산물,4525000,73275,다바991478
202301,서비스,(비정기)전문서비스,세무/회계사,300000,5556,다바992484
202301,음식,한식,일반한식/백반,1350000,20217,다바989489
202301,소매업,건축/인테리어,욕실/인테리어,2099000,,다바985482
202301,소매업,가정용품,주방용품,393500,18856,다바988478
202301,소매업,운동/레져용품,종합체육사,5693000,,다바990485
202301,음식,한식,설렁탕/곰탕전문점,1768000,17211,다바990478
202301,소매업,가정용품,커튼/침구,433000,8623,다바989477
202301,소매업,가정용품,주방용품,679525,38303,다바988489
202301,소매업,건강식품,건강식품,300000,6032,다바989477
202301,소매업,음식료품소매,농산물,278500,8284,다바989478
202301,음식,제과/제빵,찐빵전문점,3838000,39192,다바990482
202301,소매업,건축/인테리어,열쇠/철물점,550000,22199,다바986486
202301,소매업,기념품/공예품/골동품,관광기념품,634100,28540,다바990483
202301,소매업,의약/의료기기,약국,766200,19987,다바991477
202301,서비스,생활편의서비스,미용실,545000,4730,다바991484
202301,소매업,패션잡화,잡화점,103100,3154,다바990478
202301,기타,도매,기계도매,121000,,다바986483
202301,소매업,가정용품,커튼/침구,125000,3667,다바991481
202301,서비스,생활편의서비스,미용실,76000,659,다바991481
202301,서비스,생활편의서비스,미용실,807000,6274,다바991486
202301,음식,한식,해장국/감자탕,491000,6493,다바994482
202301,소매업,의류,교복,68174800,544392,다바992479
202301,기타,도매,식품도매,165000,,다바988490
202301,소매업,의류,일반의류(기타),200000,5797,다바987485
202301,음식,중식,일반중국음식전문점,3213500,29477,다바992482
202301,서비스,생활편의서비스,미용실,543310,3934,다바990485
202301,서비스,여가/오락서비스,모텔/여관/여인숙,508500,5538,다바985481
202301,서비스,교육서비스,서예/미술학원,560000,9758,다바990485
202301,소매업,의류,캐쥬얼,6589000,48201,다바990484
202301,서비스,의료서비스,내과,847200,35717,다바991477
202301,음식,제과/제빵,제과점,465900,10435,다바990489
202301,서비스,생활편의서비스,인쇄업,35000,701,다바988488
202301,서비스,생활편의서비스,세탁소/빨래방,87000,2198,다바990479
202301,소매업,건축/인테리어,인테리어자재,735900,39097,다바991493
202301,소매업,가전제품,사무용기기,374000,11509,다바987493
202301,소매업,사무/문구용품,사무용품,650000,20002,다바991489
202301,소매업,의류,일반의류(기타),310000,9076,다바990478
202301,소매업,가전제품,컴퓨터/주변기기,7810,949,다바992494
202301,음식,한식,일반한식/백반,1122000,16205,다바987483
202301,소매업,의류,일반의류(기타),114000,1846,다바990478
202301,서비스,의료서비스,치과,629600,14261,다바992478
202301,소매업,의류,일반의류(기타),130000,1726,다바987484
202301,소매업,음식료품소매,축산물,2827100,132672,다바991478
202301,소매업,의류,일반의류(기타),50000,1633,다바991482
202301,음식,한식,옻닭전문점,1345000,12361,다바985497
202301,소매업,패션잡화,운동화/샌들/캐쥬얼화,158000,4848,다바991477
202301,소매업,의약/의료기기,약국,550900,14424,다바993477
202301,서비스,(정기)납부/대여서비스,미디어/음향,101200,3195,다바992483
202301,소매업,음식료품소매,식료품,431400,12594,다바990476
202301,음식,간이주점,기타주점/포장마차,6546000,55085,다바989483
202301,소매업,의약/의료기기,약국,237200,7088,다바987487
202301,기타,도매,기계도매,142000,,다바986496
202301,소매업,의류,일반의류(기타),350000,10144,다바990482
202301,서비스,생활편의서비스,사진관,459000,12428,다바990486
202301,소매업,의약/의료기기,안경점,745000,7221,다바990483
202301,소매업,건축/인테리어,열쇠/철물점,1455400,44465,다바986484
202301,소매업,가전제품,사무용기기,141300,4266,다바989494
202301,기타,기업,제조관련업,1236290,61273,다바986483
202301,음식,한식,국수/칼국수전문점,2277000,23689,다바989486
202301,소매업,건축/인테리어,조명기구/전기용품,1269400,49845,다바985483
202301,기타,도매,기계도매,693000,27116,다바986483
202301,음식,한식,일반한식/백반,186000,2500,다바994485
202301,소매업,종합소매,대형마트/할인점,287560250,,다바987487
202301,음식,일식,일식전문점,859500,11276,다바989483
202301,음식,한식,일반한식/백반,5246000,,다바989483
202301,서비스,생활편의서비스,인쇄업,151900,3046,다바992492
202301,소매업,기타용품,종교용품,490000,43500,다바992478
202301,소매업,의약/의료기기,약국,47000,1202,다바992491
202301,서비스,생활편의서비스,세탁소/빨래방,248000,5093,다바986481
202301,소매업,의류,한복/민속옷,138000,4079,다바990478
202301,서비스,생활편의서비스,미용실,90000,1024,다바990490
202301,서비스,의료서비스,마취통증의학과,1165700,34332,다바992477
202301,소매업,가정용품,주방용품,385500,27723,다바990478
202301,소매업,패션잡화,운동화/샌들/캐쥬얼화,14300,457,다바987480
202301,서비스,생활편의서비스,인쇄업,561000,11253,다바992491
202301,소매업,사무/문구용품,사무용품,894500,41990,다바990496
202301,기타,기업,이벤트/마케팅,67100,1837,다바991489
202301,소매업,의류,캐쥬얼,533700,8315,다바988486
202301,서비스,교육서비스,서예/미술학원,500000,8712,다바988489
202301,음식,한식,국수/칼국수전문점,58500,821,다바986495
202301,소매업,의류,일반의류(기타),477000,6798,다바990478
202301,소매업,서적,종합서점,237000,8878,다바990489
202301,소매업,건축/인테리어,보일러/냉난방용품,156200,,다바985483
202301,음식,한식,국수/칼국수전문점,283000,3966,다바991495
202301,음식,패스트푸드,치킨전문점,1930000,18463,다바989489
202301,음식,한식,일반한식/백반,1756000,17209,다바991490
202301,소매업,종합소매,종합생활용품,624580,48498,다바987484
202301,음식,한식,일반한식/백반,296000,2768,다바991494
202301,소매업,종합소매,슈퍼마켓,2467120,56447,다바990489
202301,음식,한식,설렁탕/곰탕전문점,1462000,19447,다바990490
202301,음식,제과/제빵,제과점,946000,12163,다바988489
202301,소매업,건축/인테리어,인테리어자재,330990,15398,다바985483
202301,서비스,의료서비스,내과,1853200,52920,다바992477
202301,음식,한식,일반한식/백반,158500,2828,다바991496
202301,소매업,의류,일반의류(기타),300000,3983,다바991484
202301,음식,한식,생선탕전문점,3334000,30301,다바988490
202301,소매업,건축/인테리어,조명기구/전기용품,884070,56626,다바986479
202301,음식,한식,삼겹살/구이전문점,1506500,13642,다바986485
202301,소매업,의류,스포츠의류,1499000,19991,다바990484
202301,소매업,의류,일반의류(기타),100000,1328,다바989478
202301,서비스,생활편의서비스,미용실,2582400,72454,다바992482
202301,음식,커피/음료,커피전문점,543150,4838,다바990483
202301,소매업,운동/레져용품,종합체육사,973800,13509,다바990481
202301,소매업,의류,일반의류(기타),400000,5311,다바991483
202301,소매업,서적,종합서점,440000,11800,다바990492
202301,소매업,패션잡화,잡화점,12000,368,다바993487
202301,소매업,가구,일반가구,1400000,78138,다바990480
202301,서비스,(정기)납부/대여서비스,미디어/음향,47000,1485,다바990478
202301,음식,한식,국밥전문점,532000,7657,다바990491
202301,음식,한식,일반한식/백반,450600,5947,다바988487
202301,소매업,가정용품,주방용품,20000,336,다바989478
202301,서비스,의료서비스,치과,14100,418,다바990481
202301,음식,간이주점,기타주점/포장마차,346000,4440,다바992479
202301,소매업,의류,일반의류(기타),62000,1607,다바989478
202301,음식,한식,민물장어전문점,537000,8104,다바990497
202301,서비스,생활편의서비스,인쇄업,471000,9146,다바992484
202301,서비스,생활편의서비스,다이어트/피부관리,200000,4694,다바991482
202301,소매업,의류,일반의류(기타),48000,1421,다바990479
202301,소매업,가전제품,종합가전제품,4690000,,다바990481
202301,음식,한식,보쌈전문점,2960500,27517,다바991484
202301,음식,중식,일반중국음식전문점,2402000,21107,다바991492
202301,음식,한식,냉면전문점,1412000,13972,다바989493
202301,소매업,음식료품소매,수산물,1035000,29678,다바990476
202301,음식,한식,일반한식/백반,303000,4376,다바992494
202301,음식,한식,홍어전문점,547000,4963,다바991497
202301,음식,한식,불고기전문점,641000,8858,다바989479
202301,소매업,가구,일반가구,5650000,73625,다바987479
202301,소매업,화장품/미용,원브랜드숍,3541870,26432,다바990486
202301,소매업,의약/의료기기,한약방,487000,13691,다바989477
202301,서비스,의료서비스,치과,3464100,70170,다바989487
202301,소매업,가정용품,커튼/침구,25000,734,다바989477
202301,소매업,의류,일반의류(기타),2501800,23840,다바989487
202301,소매업,의류,일반의류(기타),386100,5127,다바990490
202301,음식,한식,일반한식/백반,42000,563,다바993480
202301,소매업,의약/의료기기,약국,2303700,74328,다바988487
202301,음식,한식,냉면전문점,2403000,23123,다바988485
202301,소매업,의류,일반의류(기타),294000,6820,다바988486
202301,서비스,생활편의서비스,인쇄업,620400,12445,다바986496
202301,소매업,건축/인테리어,욕실/인테리어,232500,12989,다바985479
202301,소매업,의약/의료기기,약국,891770,22184,다바992482
202301,소매업,연료소매,주유소,27047570,307851,다바991491
202301,서비스,교육서비스,서예/미술학원,400000,5195,다바991483
202301,소매업,의약/의료기기,안경점,876000,7934,다바988487
202301,소매업,음식료품소매,반찬전문점,1376033,38018,다바989478
202301,소매업,의류,캐쥬얼,2229000,,다바990482
202301,소매업,음식료품소매,축산물,3095000,90171,다바990478
202301,음식,한식,횟집,798000,9203,다바986484
202301,소매업,패션잡화,액세서리,2076000,27650,다바991485
202301,소매업,음식료품소매,수산물,999000,28089,다바991478
202301,음식,중식,일반중국음식전문점,1814500,19189,다바991483
202301,음식,한식,곱창/양구이전문점,1819000,17122,다바986484
202301,음식,한식,설렁탕/곰탕전문점,816500,10497,다바989491
202301,서비스,생활편의서비스,미용실,342000,2405,다바989486
202301,소매업,음식료품소매,축산물,4319200,68330,다바989477
202301,소매업,의류,속옷/내의,365000,8769,다바990478
