gid,repo_2018,repo_2019,repo_2020,repo_2021,repo_2022
라바044346,0.0,0.0,0.0,0.0,0.0
라바029402,0.0,0.0,0.0,0.0,0.0
라바018442,0.0,0.0,0.0,0.0,0.0
라바006528,0.0,0.0,0.0,0.0,0.0
라바200479,0.0,0.0,0.0,0.0,0.0
다바821456,0.0,0.0,0.0,0.0,0.0
다바872565,0.0,1.0,0.0,0.0,0.0
라바001329,0.0,0.0,0.0,0.0,0.0
라바042289,0.0,0.0,0.0,0.0,0.0
라바122553,0.0,0.0,0.0,0.0,0.0
다바847482,8.0,0.0,2.0,2.0,8.0
라바106469,0.0,0.0,0.0,0.0,0.0
라바024497,0.0,0.0,0.0,0.0,0.0
라바024346,0.0,0.0,0.0,0.0,0.0
다바986365,0.0,0.0,0.0,0.0,0.0
라바031518,0.0,0.0,0.0,0.0,0.0
라바027431,0.0,0.0,0.0,0.0,0.0
다바943605,0.0,0.0,0.0,0.0,0.0
다바966583,0.0,0.0,0.0,0.0,0.0
라바132499,0.0,0.0,0.0,0.0,0.0
다바866596,0.0,0.0,0.0,0.0,0.0
라바006261,0.0,0.0,0.0,0.0,0.0
라바153537,0.0,0.0,0.0,0.0,0.0
라바159520,0.0,0.0,0.0,0.0,0.0
라바031380,0.0,0.0,0.0,0.0,0.0
라바144510,0.0,0.0,0.0,0.0,0.0
라바015600,0.0,0.0,0.0,0.0,0.0
라바017514,0.0,0.0,0.0,0.0,0.0
라바206473,0.0,0.0,0.0,0.0,0.0
다바867466,0.0,0.0,0.0,0.0,0.0
다바890403,0.0,0.0,0.0,0.0,1.0
다바976612,1.0,3.0,1.0,2.0,0.0
다바915374,0.0,0.0,0.0,0.0,0.0
라바084406,0.0,0.0,0.0,0.0,0.0
다바939601,0.0,0.0,0.0,0.0,0.0
라바049404,0.0,0.0,0.0,0.0,0.0
다바942533,0.0,0.0,0.0,0.0,0.0
다바868566,0.0,0.0,0.0,0.0,0.0
다바947584,9.0,0.0,1.0,4.0,5.0
다바990335,0.0,0.0,0.0,0.0,0.0
다바842538,0.0,0.0,0.0,0.0,0.0
다바882414,0.0,0.0,0.0,0.0,0.0
라바149470,0.0,0.0,0.0,0.0,0.0
다바908359,0.0,0.0,0.0,0.0,0.0
다바933533,0.0,0.0,0.0,0.0,0.0
다바924429,0.0,0.0,0.0,0.0,0.0
다바967404,2.0,1.0,2.0,2.0,1.0
다바895505,0.0,0.0,0.0,0.0,0.0
다바972331,0.0,0.0,0.0,0.0,0.0
라바173458,0.0,0.0,0.0,0.0,0.0
다바868577,0.0,0.0,0.0,0.0,0.0
다바893588,0.0,0.0,0.0,0.0,0.0
라바076428,0.0,1.0,1.0,0.0,0.0
다바944544,0.0,0.0,0.0,0.0,0.0
라바039589,11.0,0.0,0.0,0.0,0.0
라바010385,0.0,0.0,0.0,0.0,0.0
다바985492,0.0,4.0,0.0,1.0,0.0
라바059400,0.0,0.0,0.0,0.0,0.0
다바942591,0.0,0.0,0.0,0.0,0.0
다바982417,0.0,0.0,0.0,0.0,0.0
라바073408,0.0,0.0,0.0,0.0,0.0
다바935347,2.0,2.0,3.0,1.0,8.0
라바100420,0.0,0.0,0.0,0.0,0.0
다바993400,0.0,0.0,0.0,0.0,0.0
다바958478,0.0,1.0,0.0,0.0,2.0
다바971331,0.0,0.0,0.0,0.0,0.0
라바057568,0.0,0.0,0.0,0.0,1.0
라바091434,0.0,0.0,0.0,0.0,0.0
다바839487,0.0,0.0,0.0,0.0,1.0
라바053536,0.0,0.0,0.0,0.0,0.0
라바088513,0.0,0.0,0.0,0.0,0.0
라바156465,0.0,0.0,0.0,0.0,0.0
다바982411,0.0,0.0,0.0,0.0,1.0
라바032446,0.0,0.0,0.0,0.0,0.0
다바876562,0.0,0.0,0.0,0.0,0.0
라바003276,0.0,0.0,0.0,0.0,0.0
라바153578,0.0,0.0,0.0,0.0,0.0
다바905422,0.0,0.0,0.0,0.0,0.0
다바980338,0.0,0.0,0.0,0.0,0.0
다바999530,0.0,6.0,3.0,37.0,1.0
라바128523,0.0,0.0,0.0,0.0,0.0
라바044306,0.0,0.0,0.0,0.0,0.0
라바031467,0.0,0.0,0.0,0.0,0.0
다바865499,3.0,1.0,0.0,3.0,2.0
라바066549,0.0,0.0,0.0,0.0,0.0
다바819495,0.0,0.0,0.0,0.0,0.0
다바888474,0.0,0.0,0.0,0.0,0.0
라바033409,0.0,0.0,0.0,0.0,0.0
다바985287,0.0,0.0,0.0,0.0,0.0
라바019363,0.0,0.0,0.0,0.0,0.0
다바963562,0.0,1.0,0.0,0.0,0.0
다바910419,0.0,0.0,0.0,1.0,0.0
라바064404,0.0,0.0,0.0,0.0,0.0
다바838430,0.0,0.0,0.0,0.0,0.0
다바969571,0.0,0.0,0.0,0.0,0.0
라바027513,0.0,0.0,0.0,0.0,0.0
다바921502,0.0,0.0,0.0,0.0,0.0
다바987615,0.0,0.0,0.0,0.0,0.0
다바995349,0.0,0.0,0.0,0.0,0.0
라바014537,0.0,0.0,0.0,0.0,0.0
다바910608,0.0,0.0,0.0,0.0,0.0
라바081389,0.0,0.0,0.0,0.0,0.0
다바868607,0.0,0.0,0.0,0.0,0.0
라바038628,0.0,0.0,0.0,0.0,0.0
라바037300,0.0,0.0,0.0,0.0,0.0
라바187463,0.0,0.0,0.0,0.0,0.0
라바031444,0.0,0.0,0.0,0.0,0.0
라바051614,0.0,1.0,0.0,0.0,1.0
라바206474,0.0,0.0,0.0,0.0,0.0
다바911499,0.0,1.0,0.0,0.0,0.0
다바908448,0.0,0.0,0.0,0.0,0.0
라바184524,0.0,0.0,0.0,0.0,0.0
다바952503,0.0,1.0,2.0,0.0,2.0
다바914389,0.0,0.0,0.0,0.0,0.0
라바140519,0.0,0.0,0.0,0.0,0.0
다바991349,0.0,0.0,0.0,0.0,0.0
라바006288,0.0,0.0,0.0,0.0,0.0
라바171489,0.0,0.0,0.0,0.0,0.0
다바899520,0.0,0.0,2.0,0.0,0.0
라바005504,0.0,0.0,0.0,0.0,0.0
라바011593,0.0,0.0,0.0,0.0,0.0
다바811501,0.0,0.0,0.0,0.0,0.0
라바018365,0.0,0.0,0.0,1.0,0.0
다바969606,0.0,0.0,0.0,1.0,0.0
다바977612,0.0,0.0,0.0,0.0,0.0
다바868413,0.0,0.0,0.0,2.0,0.0
다바925318,0.0,0.0,0.0,0.0,0.0
다바974430,0.0,0.0,0.0,0.0,0.0
다바937591,0.0,0.0,0.0,0.0,0.0
다바841545,0.0,0.0,0.0,1.0,0.0
다바877463,0.0,0.0,0.0,0.0,0.0
다바934348,0.0,0.0,0.0,0.0,0.0
라바087397,0.0,0.0,0.0,0.0,0.0
다바931585,0.0,0.0,0.0,0.0,0.0
다바910494,0.0,1.0,0.0,0.0,0.0
라바082395,0.0,0.0,0.0,0.0,0.0
라바065601,0.0,0.0,0.0,0.0,0.0
라바072596,0.0,0.0,0.0,0.0,0.0
라바185542,0.0,0.0,0.0,0.0,0.0
다바949567,0.0,0.0,0.0,0.0,0.0
라바075490,0.0,0.0,0.0,0.0,0.0
라바150495,0.0,2.0,0.0,0.0,1.0
라바218435,0.0,0.0,0.0,0.0,0.0
라바041518,0.0,0.0,0.0,0.0,0.0
다바925526,0.0,0.0,0.0,0.0,0.0
라바023291,0.0,0.0,0.0,0.0,0.0
다바925366,0.0,0.0,0.0,0.0,0.0
라바095599,0.0,0.0,0.0,0.0,0.0
라바016289,0.0,0.0,0.0,0.0,0.0
라바227441,0.0,0.0,0.0,0.0,0.0
다바949434,0.0,0.0,0.0,0.0,0.0
다바949607,0.0,0.0,0.0,0.0,0.0
라바028364,0.0,0.0,0.0,0.0,0.0
다바854524,0.0,0.0,0.0,0.0,0.0
라바025592,0.0,0.0,0.0,0.0,0.0
라바047340,0.0,0.0,0.0,0.0,0.0
라바126461,0.0,0.0,0.0,0.0,0.0
라바036590,10.0,0.0,0.0,0.0,0.0
라바236451,0.0,0.0,0.0,0.0,0.0
다바831549,0.0,0.0,0.0,0.0,0.0
다바936614,0.0,0.0,0.0,0.0,0.0
라바076479,0.0,0.0,0.0,0.0,0.0
라바003506,3.0,0.0,0.0,0.0,0.0
다바807500,0.0,0.0,0.0,0.0,0.0
다바877586,0.0,0.0,0.0,0.0,0.0
다바862422,0.0,0.0,0.0,0.0,0.0
라바213438,0.0,0.0,0.0,0.0,0.0
다바953528,0.0,2.0,0.0,0.0,0.0
라바063559,0.0,0.0,0.0,0.0,0.0
라바061522,0.0,0.0,0.0,0.0,0.0
다바984344,0.0,0.0,0.0,0.0,0.0
라바124453,0.0,0.0,0.0,0.0,0.0
다바970560,0.0,0.0,0.0,1.0,1.0
다바902583,0.0,0.0,0.0,0.0,0.0
다바856512,0.0,0.0,0.0,0.0,0.0
라바094565,0.0,0.0,0.0,0.0,0.0
다바967575,0.0,0.0,0.0,0.0,0.0
다바824460,0.0,0.0,0.0,0.0,0.0
다바937373,56.0,14.0,16.0,6.0,6.0
라바049332,0.0,0.0,0.0,0.0,0.0
라바177511,0.0,0.0,0.0,0.0,0.0
라바015384,0.0,0.0,0.0,0.0,0.0
라바026309,0.0,0.0,0.0,0.0,0.0
다바854506,0.0,0.0,0.0,0.0,0.0
라바133509,0.0,0.0,0.0,0.0,0.0
라바033528,0.0,0.0,0.0,0.0,0.0
라바044542,0.0,0.0,0.0,0.0,0.0
다바996257,0.0,0.0,0.0,0.0,0.0
라바157465,0.0,0.0,0.0,0.0,0.0
다바908458,0.0,0.0,0.0,0.0,0.0
라바033414,0.0,0.0,0.0,0.0,0.0
다바928360,0.0,0.0,0.0,0.0,0.0
라바093543,0.0,0.0,0.0,0.0,0.0
다바853410,0.0,0.0,0.0,0.0,0.0
다바918454,0.0,0.0,0.0,0.0,0.0
라바041483,0.0,0.0,1.0,0.0,1.0
다바910512,0.0,0.0,0.0,0.0,0.0
라바108507,0.0,0.0,0.0,0.0,0.0
다바854494,0.0,1.0,0.0,0.0,0.0
라바014318,0.0,1.0,0.0,0.0,0.0
라바076418,0.0,0.0,0.0,0.0,0.0
라바036588,0.0,0.0,0.0,0.0,0.0
다바933431,2.0,0.0,0.0,2.0,0.0
다바948525,0.0,0.0,0.0,0.0,0.0
다바872510,1.0,0.0,0.0,0.0,1.0
라바066461,0.0,0.0,0.0,0.0,0.0
다바999271,0.0,0.0,0.0,0.0,0.0
라바005561,0.0,0.0,0.0,0.0,0.0
라바027626,0.0,0.0,0.0,0.0,0.0
라바135461,0.0,0.0,0.0,0.0,0.0
라바185479,0.0,0.0,0.0,0.0,0.0
라바017534,0.0,2.0,2.0,2.0,1.0
라바087473,0.0,0.0,0.0,0.0,0.0
라바152494,0.0,0.0,0.0,0.0,0.0
다바872408,0.0,0.0,0.0,0.0,0.0
라바116433,0.0,0.0,0.0,0.0,0.0
다바813512,0.0,0.0,0.0,0.0,0.0
다바937402,0.0,0.0,1.0,0.0,0.0
라바021321,0.0,0.0,0.0,0.0,0.0
라바011496,3.0,4.0,2.0,7.0,2.0
라바086449,0.0,0.0,0.0,0.0,0.0
다바985353,0.0,0.0,0.0,0.0,0.0
라바198527,0.0,0.0,0.0,0.0,0.0
다바855473,0.0,0.0,1.0,1.0,0.0
다바872542,0.0,0.0,0.0,0.0,0.0
라바147533,0.0,0.0,0.0,0.0,0.0
라바071628,0.0,0.0,0.0,0.0,0.0
다바931354,0.0,0.0,0.0,0.0,0.0
다바958568,0.0,0.0,1.0,0.0,0.0
라바065427,0.0,0.0,0.0,0.0,0.0
다바878535,0.0,0.0,0.0,0.0,0.0
다바954407,0.0,0.0,0.0,0.0,0.0
라바007333,0.0,0.0,0.0,2.0,0.0
라바034331,0.0,0.0,0.0,0.0,0.0
다바929415,0.0,0.0,0.0,0.0,1.0
라바145562,0.0,0.0,0.0,0.0,0.0
다바870606,0.0,0.0,0.0,0.0,0.0
라바022620,0.0,0.0,0.0,0.0,0.0
다바959386,0.0,0.0,0.0,0.0,0.0
다바996421,0.0,0.0,0.0,0.0,0.0
라바062593,0.0,0.0,0.0,0.0,0.0
다바891437,0.0,0.0,0.0,0.0,0.0
다바957509,7.0,1.0,1.0,0.0,0.0
다바884490,0.0,0.0,0.0,0.0,0.0
라바117538,0.0,0.0,0.0,0.0,0.0
라바034346,0.0,0.0,0.0,0.0,0.0
다바834537,0.0,0.0,0.0,0.0,0.0
다바864450,0.0,0.0,0.0,0.0,0.0
라바035471,0.0,0.0,0.0,0.0,0.0
다바889548,0.0,0.0,0.0,0.0,0.0
다바978418,0.0,0.0,0.0,0.0,0.0
라바196453,0.0,0.0,0.0,0.0,0.0
라바180563,0.0,0.0,0.0,0.0,0.0
다바916501,0.0,0.0,0.0,0.0,0.0
라바081474,0.0,0.0,0.0,0.0,0.0
라바146479,0.0,0.0,0.0,0.0,0.0
라바073600,0.0,0.0,0.0,0.0,0.0
라바055564,0.0,0.0,0.0,0.0,0.0
다바930534,0.0,1.0,0.0,0.0,0.0
다바974341,2.0,0.0,0.0,0.0,0.0
다바851526,0.0,0.0,0.0,0.0,0.0
다바860615,0.0,0.0,0.0,0.0,0.0
다바951297,0.0,0.0,0.0,0.0,0.0
다바886560,0.0,0.0,2.0,0.0,0.0
다바969302,0.0,0.0,0.0,0.0,0.0
라바014524,0.0,0.0,0.0,0.0,0.0
다바846513,0.0,0.0,0.0,0.0,0.0
다바877556,0.0,0.0,0.0,0.0,1.0
라바053356,0.0,0.0,0.0,0.0,0.0
다바917309,0.0,0.0,0.0,0.0,0.0
라바109432,0.0,0.0,0.0,0.0,0.0
라바036637,0.0,0.0,0.0,0.0,0.0
라바075575,0.0,0.0,0.0,0.0,0.0
다바947511,2.0,1.0,2.0,0.0,5.0
라바093426,0.0,0.0,0.0,0.0,0.0
다바912570,0.0,0.0,0.0,0.0,0.0
다바999349,0.0,0.0,0.0,0.0,0.0
라바095500,0.0,0.0,0.0,0.0,0.0
라바018271,0.0,0.0,0.0,0.0,0.0
라바020547,0.0,0.0,0.0,0.0,1.0
다바908561,0.0,0.0,0.0,0.0,0.0
다바980374,0.0,0.0,0.0,0.0,0.0
다바997394,0.0,0.0,0.0,0.0,0.0
다바904561,0.0,0.0,0.0,0.0,0.0
다바915578,0.0,0.0,0.0,0.0,0.0
다바969420,0.0,0.0,0.0,2.0,0.0
라바124490,0.0,0.0,0.0,0.0,0.0
다바960294,0.0,0.0,0.0,0.0,0.0
라바047420,0.0,0.0,0.0,0.0,0.0
다바989290,0.0,0.0,0.0,0.0,0.0
다바936401,0.0,0.0,0.0,0.0,0.0
라바030608,0.0,0.0,0.0,0.0,0.0
라바022310,0.0,0.0,0.0,0.0,0.0
다바889487,0.0,0.0,0.0,0.0,0.0
라바081605,0.0,0.0,0.0,0.0,0.0
다바872584,0.0,0.0,0.0,0.0,1.0
라바003266,0.0,0.0,0.0,0.0,0.0
다바893593,0.0,0.0,0.0,0.0,1.0
라바005309,0.0,0.0,0.0,0.0,0.0
라바018392,0.0,0.0,0.0,0.0,0.0
다바963339,0.0,0.0,0.0,0.0,0.0
라바045431,0.0,0.0,0.0,0.0,0.0
다바922450,11.0,4.0,2.0,4.0,2.0
다바929558,0.0,0.0,0.0,0.0,0.0
다바913473,0.0,0.0,0.0,0.0,0.0
다바938296,0.0,0.0,0.0,0.0,0.0
다바959608,0.0,0.0,0.0,0.0,0.0
다바968600,0.0,0.0,0.0,0.0,0.0
다바888583,0.0,0.0,0.0,0.0,0.0
다바907436,0.0,0.0,0.0,0.0,0.0
다바957625,0.0,0.0,0.0,0.0,0.0
다바844443,0.0,0.0,0.0,0.0,0.0
다바874566,0.0,0.0,0.0,0.0,0.0
다바844435,0.0,0.0,1.0,0.0,0.0
다바883575,0.0,0.0,0.0,0.0,0.0
라바064472,0.0,0.0,0.0,0.0,0.0
라바004549,0.0,0.0,0.0,0.0,0.0
다바893511,0.0,1.0,0.0,0.0,1.0
라바037454,0.0,0.0,0.0,0.0,0.0
라바198461,0.0,0.0,0.0,0.0,0.0
다바925316,0.0,0.0,0.0,0.0,0.0
라바055425,0.0,0.0,0.0,0.0,0.0
라바055469,0.0,0.0,0.0,0.0,0.0
라바068520,0.0,0.0,0.0,0.0,0.0
다바897458,0.0,0.0,0.0,0.0,1.0
다바979572,0.0,1.0,0.0,0.0,3.0
다바831501,0.0,0.0,0.0,0.0,0.0
라바166483,0.0,0.0,0.0,0.0,0.0
라바010611,0.0,0.0,0.0,0.0,0.0
라바022563,0.0,0.0,0.0,0.0,1.0
다바970391,0.0,0.0,0.0,0.0,0.0
다바974601,0.0,0.0,0.0,0.0,0.0
라바007323,0.0,0.0,0.0,0.0,0.0
라바007403,0.0,0.0,0.0,0.0,0.0
라바076434,0.0,0.0,0.0,0.0,0.0
다바902454,0.0,0.0,0.0,0.0,0.0
라바122556,0.0,0.0,0.0,0.0,0.0
라바029509,0.0,0.0,0.0,0.0,0.0
라바095433,0.0,0.0,0.0,0.0,0.0
라바060471,0.0,0.0,0.0,0.0,0.0
라바059638,0.0,2.0,0.0,0.0,0.0
다바867469,0.0,0.0,0.0,0.0,0.0
라바060468,0.0,0.0,0.0,0.0,0.0
다바933422,0.0,0.0,0.0,0.0,0.0
라바071470,0.0,0.0,0.0,0.0,0.0
라바155546,0.0,0.0,0.0,0.0,0.0
다바947382,0.0,0.0,0.0,0.0,0.0
다바841435,0.0,0.0,0.0,0.0,0.0
라바049564,0.0,0.0,0.0,0.0,0.0
다바909460,4.0,0.0,2.0,0.0,4.0
라바132509,0.0,0.0,0.0,0.0,0.0
다바972398,0.0,0.0,0.0,0.0,0.0
다바993386,0.0,0.0,0.0,0.0,0.0
다바998263,0.0,0.0,0.0,0.0,0.0
라바160567,0.0,0.0,0.0,0.0,0.0
라바059514,0.0,0.0,0.0,0.0,0.0
라바060626,0.0,0.0,0.0,0.0,0.0
다바837459,0.0,0.0,0.0,0.0,0.0
다바946511,0.0,1.0,0.0,1.0,5.0
다바890588,0.0,0.0,0.0,0.0,0.0
다바992328,0.0,0.0,0.0,0.0,0.0
라바049642,0.0,0.0,0.0,0.0,0.0
라바072550,0.0,0.0,0.0,0.0,0.0
라바194533,0.0,0.0,0.0,0.0,0.0
다바949348,0.0,0.0,0.0,0.0,0.0
다바945569,6.0,6.0,5.0,5.0,11.0
라바056362,0.0,0.0,0.0,0.0,0.0
라바039318,0.0,0.0,0.0,0.0,0.0
다바864470,0.0,0.0,0.0,0.0,1.0
다바980331,0.0,0.0,0.0,0.0,0.0
라바053412,0.0,1.0,0.0,0.0,0.0
라바112436,0.0,0.0,0.0,0.0,0.0
다바837553,0.0,0.0,0.0,0.0,0.0
다바965321,0.0,0.0,0.0,0.0,0.0
라바018493,0.0,0.0,0.0,0.0,0.0
라바024423,0.0,0.0,0.0,0.0,0.0
라바162481,0.0,0.0,0.0,0.0,0.0
라바054641,0.0,0.0,0.0,0.0,0.0
다바884413,0.0,0.0,0.0,0.0,0.0
다바906610,0.0,0.0,0.0,0.0,0.0
라바134518,0.0,0.0,0.0,0.0,0.0
라바145530,0.0,0.0,0.0,0.0,0.0
다바932377,1.0,1.0,0.0,0.0,0.0
다바966286,0.0,0.0,0.0,0.0,0.0
다바939342,0.0,0.0,0.0,0.0,0.0
다바827540,0.0,0.0,0.0,0.0,0.0
다바891587,0.0,0.0,0.0,0.0,0.0
라바033524,0.0,0.0,0.0,0.0,0.0
다바990298,0.0,0.0,0.0,0.0,0.0
라바012347,0.0,0.0,0.0,0.0,0.0
라바003505,0.0,0.0,0.0,0.0,0.0
라바173544,0.0,0.0,0.0,0.0,0.0
라바015298,0.0,0.0,0.0,0.0,0.0
다바919452,0.0,0.0,4.0,3.0,3.0
라바195490,0.0,0.0,0.0,0.0,0.0
다바952293,2.0,0.0,0.0,0.0,0.0
다바948504,3.0,0.0,0.0,0.0,0.0
다바950384,0.0,0.0,0.0,0.0,0.0
다바860430,0.0,0.0,0.0,0.0,0.0
다바875518,0.0,0.0,0.0,0.0,0.0
라바064388,0.0,0.0,0.0,0.0,0.0
라바232446,0.0,0.0,0.0,0.0,0.0
다바925434,0.0,0.0,0.0,0.0,0.0
다바895589,1.0,0.0,0.0,0.0,0.0
다바864497,0.0,0.0,0.0,0.0,0.0
다바856502,0.0,0.0,0.0,0.0,0.0
다바978583,0.0,0.0,0.0,0.0,0.0
라바157445,0.0,0.0,0.0,0.0,0.0
다바869541,0.0,0.0,0.0,0.0,0.0
라바136549,0.0,0.0,0.0,0.0,0.0
다바835516,0.0,0.0,0.0,0.0,0.0
다바946334,0.0,0.0,0.0,0.0,0.0
라바067392,0.0,0.0,0.0,0.0,0.0
다바908556,0.0,0.0,0.0,0.0,0.0
라바070549,0.0,0.0,0.0,0.0,0.0
라바069466,0.0,0.0,0.0,0.0,0.0
라바104461,0.0,0.0,0.0,0.0,0.0
라바002332,0.0,0.0,0.0,0.0,0.0
다바853584,0.0,0.0,0.0,0.0,0.0
라바050485,0.0,0.0,0.0,0.0,0.0
다바951302,0.0,0.0,0.0,0.0,0.0
라바050507,0.0,0.0,0.0,0.0,0.0
다바968524,4.0,2.0,0.0,2.0,3.0
라바195542,0.0,0.0,0.0,0.0,0.0
라바186476,0.0,0.0,0.0,0.0,0.0
다바830469,0.0,0.0,0.0,0.0,0.0
다바902385,0.0,0.0,0.0,0.0,3.0
라바107486,0.0,1.0,0.0,1.0,0.0
다바943580,0.0,0.0,0.0,0.0,0.0
다바981367,0.0,0.0,0.0,0.0,0.0
다바930524,0.0,0.0,0.0,0.0,0.0
다바910327,0.0,0.0,0.0,0.0,0.0
라바019452,0.0,2.0,1.0,0.0,5.0
다바919519,0.0,0.0,0.0,0.0,0.0
라바073563,0.0,0.0,0.0,0.0,0.0
라바010476,11.0,15.0,15.0,20.0,17.0
다바931403,0.0,0.0,0.0,0.0,0.0
다바923520,0.0,0.0,0.0,0.0,0.0
다바945538,0.0,0.0,0.0,0.0,0.0
다바925594,0.0,1.0,0.0,0.0,1.0
라바011443,0.0,0.0,0.0,0.0,0.0
라바019513,0.0,0.0,0.0,0.0,0.0
라바031483,0.0,0.0,0.0,0.0,0.0
다바961548,0.0,0.0,0.0,0.0,0.0
라바106483,0.0,0.0,0.0,0.0,0.0
라바042372,0.0,0.0,0.0,0.0,0.0
라바101490,0.0,0.0,0.0,0.0,0.0
라바091573,0.0,0.0,0.0,0.0,0.0
라바127523,0.0,0.0,0.0,0.0,0.0
라바110426,0.0,0.0,0.0,0.0,0.0
다바966324,0.0,0.0,0.0,0.0,0.0
다바873524,0.0,0.0,0.0,0.0,0.0
라바013624,0.0,0.0,0.0,0.0,0.0
다바920453,0.0,0.0,0.0,0.0,0.0
다바889460,0.0,0.0,0.0,0.0,0.0
다바922481,0.0,0.0,0.0,0.0,0.0
다바916573,0.0,0.0,0.0,0.0,0.0
라바037637,0.0,0.0,0.0,0.0,0.0
라바027632,0.0,0.0,0.0,0.0,0.0
라바083501,0.0,0.0,0.0,0.0,0.0
라바113483,0.0,0.0,0.0,0.0,0.0
라바063407,0.0,0.0,0.0,0.0,0.0
라바069537,0.0,0.0,0.0,0.0,0.0
다바942357,0.0,0.0,0.0,0.0,0.0
라바084501,0.0,0.0,0.0,0.0,0.0
다바852450,0.0,0.0,0.0,0.0,0.0
라바002423,0.0,0.0,0.0,0.0,1.0
라바023315,0.0,0.0,0.0,0.0,0.0
다바987398,0.0,0.0,0.0,0.0,1.0
라바014412,0.0,0.0,0.0,0.0,0.0
다바864582,0.0,0.0,0.0,0.0,0.0
라바091540,0.0,0.0,0.0,0.0,0.0
다바854488,0.0,0.0,0.0,0.0,0.0
다바953373,0.0,0.0,0.0,0.0,0.0
라바037525,0.0,0.0,0.0,0.0,0.0
다바828568,0.0,0.0,0.0,0.0,0.0
다바839547,0.0,0.0,0.0,0.0,0.0
다바979593,0.0,0.0,0.0,0.0,0.0
다바891566,0.0,0.0,0.0,0.0,0.0
라바001433,0.0,1.0,0.0,0.0,0.0
라바101505,0.0,0.0,0.0,0.0,0.0
라바105539,0.0,0.0,0.0,0.0,0.0
라바005604,0.0,0.0,0.0,0.0,0.0
라바082413,0.0,0.0,0.0,0.0,0.0
라바170440,0.0,0.0,0.0,0.0,0.0
라바031438,0.0,0.0,0.0,0.0,0.0
라바099575,0.0,0.0,0.0,0.0,0.0
라바031529,0.0,0.0,0.0,0.0,0.0
라바135539,0.0,0.0,0.0,0.0,0.0
다바883489,0.0,0.0,0.0,0.0,0.0
다바944305,0.0,0.0,0.0,0.0,0.0
라바056429,0.0,0.0,0.0,0.0,0.0
라바224435,0.0,0.0,0.0,0.0,0.0
다바900594,1.0,1.0,1.0,0.0,1.0
라바048374,0.0,0.0,0.0,0.0,0.0
라바049541,0.0,0.0,0.0,0.0,0.0
다바943393,0.0,0.0,0.0,0.0,0.0
다바937460,0.0,0.0,0.0,0.0,0.0
다바889454,0.0,0.0,0.0,0.0,0.0
다바992599,0.0,0.0,0.0,0.0,0.0
다바877446,1.0,0.0,1.0,0.0,0.0
라바048635,0.0,0.0,0.0,0.0,0.0
다바938401,0.0,0.0,0.0,1.0,0.0
라바004425,0.0,0.0,0.0,0.0,0.0
라바151470,0.0,0.0,0.0,0.0,0.0
라바096560,1.0,0.0,1.0,0.0,0.0
라바074489,0.0,0.0,0.0,0.0,0.0
다바899422,2.0,1.0,0.0,0.0,0.0
라바081608,0.0,0.0,0.0,0.0,0.0
다바889442,0.0,0.0,0.0,0.0,0.0
라바178489,0.0,0.0,0.0,0.0,0.0
다바887473,7.0,8.0,5.0,7.0,16.0
라바006495,0.0,0.0,0.0,0.0,0.0
다바977411,0.0,0.0,0.0,0.0,0.0
라바060389,0.0,0.0,0.0,0.0,0.0
다바872491,0.0,0.0,0.0,0.0,0.0
다바938298,0.0,0.0,0.0,0.0,0.0
다바951575,0.0,0.0,0.0,0.0,0.0
라바071550,0.0,0.0,0.0,0.0,0.0
다바907484,0.0,0.0,0.0,0.0,0.0
다바966365,0.0,0.0,0.0,0.0,0.0
라바097560,1.0,0.0,0.0,0.0,0.0
라바223444,0.0,0.0,0.0,0.0,0.0
다바896473,18.0,22.0,12.0,8.0,7.0
라바019519,0.0,0.0,0.0,0.0,0.0
다바957389,0.0,0.0,0.0,0.0,0.0
라바047405,0.0,0.0,0.0,0.0,0.0
다바857587,0.0,0.0,0.0,0.0,0.0
다바922437,0.0,0.0,0.0,0.0,0.0
라바002362,0.0,0.0,0.0,0.0,0.0
다바849566,0.0,0.0,0.0,0.0,0.0
다바953437,0.0,0.0,0.0,0.0,0.0
라바078623,0.0,0.0,0.0,0.0,0.0
라바052644,0.0,0.0,0.0,0.0,1.0
라바047464,0.0,0.0,0.0,0.0,0.0
다바990412,0.0,0.0,0.0,0.0,0.0
다바899518,0.0,0.0,0.0,0.0,0.0
라바195495,0.0,0.0,0.0,0.0,0.0
라바036418,0.0,0.0,0.0,0.0,0.0
라바161474,0.0,0.0,0.0,0.0,0.0
라바053572,1.0,0.0,0.0,0.0,0.0
라바003284,0.0,0.0,0.0,0.0,0.0
다바937324,12.0,10.0,9.0,3.0,10.0
다바956374,0.0,0.0,0.0,0.0,0.0
다바823463,0.0,0.0,0.0,0.0,0.0
라바156450,0.0,0.0,0.0,0.0,0.0
다바896405,0.0,0.0,0.0,0.0,0.0
다바911521,0.0,0.0,0.0,0.0,0.0
라바026441,0.0,0.0,0.0,0.0,0.0
다바847514,0.0,0.0,0.0,0.0,0.0
다바958362,0.0,0.0,0.0,0.0,0.0
라바049614,0.0,0.0,0.0,0.0,1.0
다바915399,0.0,0.0,0.0,0.0,0.0
다바976370,0.0,0.0,0.0,0.0,0.0
다바915305,0.0,0.0,0.0,1.0,0.0
라바029630,0.0,0.0,0.0,0.0,0.0
다바992340,0.0,0.0,0.0,0.0,1.0
다바976431,0.0,0.0,0.0,1.0,1.0
